station_id,year,month,day,rides
40010,2019,1,1,576
40010,2019,1,2,1457
40010,2019,1,3,1543
40010,2019,1,4,1621
40010,2019,1,5,719
40010,2019,1,6,554
40010,2019,1,7,1714
40010,2019,1,8,1868
40010,2019,1,9,1811
40010,2019,1,10,1805
40010,2019,1,11,1697
40010,2019,1,12,679
40010,2019,1,13,489
40010,2019,1,14,1945
40010,2019,1,15,1946
40010,2019,1,16,1994
40010,2019,1,17,2118
40010,2019,1,18,1836
40010,2019,1,19,594
40010,2019,1,20,458
40010,2019,1,21,919
40010,2019,1,22,1976
40010,2019,1,23,1999
40010,2019,1,24,1923
40010,2019,1,25,1454
40010,2019,1,26,522
40010,2019,1,27,394
40010,2019,1,28,1798
40010,2019,1,29,1573
40010,2019,1,30,255
40010,2019,1,31,562
40020,2019,1,1,981
40020,2019,1,2,3124
40020,2019,1,3,3414
40020,2019,1,4,3393
40020,2019,1,5,1909
40020,2019,1,6,1381
40020,2019,1,7,3324
40020,2019,1,8,3454
40020,2019,1,9,3575
40020,2019,1,10,3485
40020,2019,1,11,3472
40020,2019,1,12,1897
40020,2019,1,13,1319
40020,2019,1,14,3462
40020,2019,1,15,3617
40020,2019,1,16,3730
40020,2019,1,17,4278
40020,2019,1,18,3561
40020,2019,1,19,1550
40020,2019,1,20,1179
40020,2019,1,21,2080
40020,2019,1,22,3448
40020,2019,1,23,3542
40020,2019,1,24,3599
40020,2019,1,25,2833
40020,2019,1,26,1500
40020,2019,1,27,1040
40020,2019,1,28,3186
40020,2019,1,29,2799
40020,2019,1,30,569
40020,2019,1,31,1385
40030,2019,1,1,835
40030,2019,1,2,1331
40030,2019,1,3,1450
40030,2019,1,4,1506
40030,2019,1,5,1053
40030,2019,1,6,813
40030,2019,1,7,1414
40030,2019,1,8,1536
40030,2019,1,9,1395
40030,2019,1,10,1409
40030,2019,1,11,1527
40030,2019,1,12,954
40030,2019,1,13,744
40030,2019,1,14,1406
40030,2019,1,15,1443
40030,2019,1,16,1554
40030,2019,1,17,1507
40030,2019,1,18,1496
40030,2019,1,19,683
40030,2019,1,20,607
40030,2019,1,21,882
40030,2019,1,22,1423
40030,2019,1,23,1442
40030,2019,1,24,1354
40030,2019,1,25,1099
40030,2019,1,26,761
40030,2019,1,27,558
40030,2019,1,28,1206
40030,2019,1,29,1020
40030,2019,1,30,289
40030,2019,1,31,617
40040,2019,1,1,929
40040,2019,1,2,7429
40040,2019,1,3,8059
40040,2019,1,4,7263
40040,2019,1,5,1164
40040,2019,1,6,787
40040,2019,1,7,8413
40040,2019,1,8,8579
40040,2019,1,9,8436
40040,2019,1,10,8285
40040,2019,1,11,7681
40040,2019,1,12,1095
40040,2019,1,13,845
40040,2019,1,14,8596
40040,2019,1,15,8210
40040,2019,1,16,8254
40040,2019,1,17,8160
40040,2019,1,18,7340
40040,2019,1,19,1106
40040,2019,1,20,987
40040,2019,1,21,3814
40040,2019,1,22,8384
40040,2019,1,23,8263
40040,2019,1,24,8224
40040,2019,1,25,7052
40040,2019,1,26,988
40040,2019,1,27,813
40040,2019,1,28,7961
40040,2019,1,29,6963
40040,2019,1,30,785
40040,2019,1,31,2415
40050,2019,1,1,1207
40050,2019,1,2,2897
40050,2019,1,3,3125
40050,2019,1,4,3191
40050,2019,1,5,1994
40050,2019,1,6,1501
40050,2019,1,7,3319
40050,2019,1,8,3612
40050,2019,1,9,3443
40050,2019,1,10,3478
40050,2019,1,11,3485
40050,2019,1,12,2107
40050,2019,1,13,1533
40050,2019,1,14,3477
40050,2019,1,15,3495
40050,2019,1,16,3636
40050,2019,1,17,3674
40050,2019,1,18,3712
40050,2019,1,19,2049
40050,2019,1,20,1469
40050,2019,1,21,2428
40050,2019,1,22,3641
40050,2019,1,23,3510
40050,2019,1,24,3338
40050,2019,1,25,2843
40050,2019,1,26,1726
40050,2019,1,27,1274
40050,2019,1,28,3381
40050,2019,1,29,2704
40050,2019,1,30,375
40050,2019,1,31,1305
40060,2019,1,1,1608
40060,2019,1,2,3813
40060,2019,1,3,4151
40060,2019,1,4,4131
40060,2019,1,5,2108
40060,2019,1,6,1588
40060,2019,1,7,4226
40060,2019,1,8,4612
40060,2019,1,9,4488
40060,2019,1,10,4453
40060,2019,1,11,4404
40060,2019,1,12,2053
40060,2019,1,13,1599
40060,2019,1,14,4636
40060,2019,1,15,4843
40060,2019,1,16,4897
40060,2019,1,17,4738
40060,2019,1,18,4802
40060,2019,1,19,2071
40060,2019,1,20,1603
40060,2019,1,21,2918
40060,2019,1,22,4688
40060,2019,1,23,4721
40060,2019,1,24,4711
40060,2019,1,25,4062
40060,2019,1,26,1961
40060,2019,1,27,1611
40060,2019,1,28,4534
40060,2019,1,29,4092
40060,2019,1,30,856
40060,2019,1,31,1894
40070,2019,1,1,1495
40070,2019,1,2,5214
40070,2019,1,3,5711
40070,2019,1,4,5266
40070,2019,1,5,2040
40070,2019,1,6,1729
40070,2019,1,7,6532
40070,2019,1,8,6767
40070,2019,1,9,6663
40070,2019,1,10,6585
40070,2019,1,11,5851
40070,2019,1,12,1933
40070,2019,1,13,1700
40070,2019,1,14,7021
40070,2019,1,15,7166
40070,2019,1,16,7313
40070,2019,1,17,7442
40070,2019,1,18,6310
40070,2019,1,19,1843
40070,2019,1,20,1389
40070,2019,1,21,2821
40070,2019,1,22,7370
40070,2019,1,23,7308
40070,2019,1,24,7436
40070,2019,1,25,5556
40070,2019,1,26,1819
40070,2019,1,27,1329
40070,2019,1,28,6902
40070,2019,1,29,5902
40070,2019,1,30,877
40070,2019,1,31,1973
40080,2019,1,1,1839
40080,2019,1,2,3879
40080,2019,1,3,4217
40080,2019,1,4,4422
40080,2019,1,5,2714
40080,2019,1,6,2002
40080,2019,1,7,4596
40080,2019,1,8,4962
40080,2019,1,9,4830
40080,2019,1,10,4899
40080,2019,1,11,4753
40080,2019,1,12,2663
40080,2019,1,13,1968
40080,2019,1,14,4846
40080,2019,1,15,4754
40080,2019,1,16,4951
40080,2019,1,17,4923
40080,2019,1,18,4780
40080,2019,1,19,2481
40080,2019,1,20,1735
40080,2019,1,21,2908
40080,2019,1,22,4769
40080,2019,1,23,5016
40080,2019,1,24,4909
40080,2019,1,25,4095
40080,2019,1,26,2532
40080,2019,1,27,1761
40080,2019,1,28,4941
40080,2019,1,29,4112
40080,2019,1,30,537
40080,2019,1,31,1629
40090,2019,1,1,643
40090,2019,1,2,2229
40090,2019,1,3,2533
40090,2019,1,4,2496
40090,2019,1,5,1429
40090,2019,1,6,887
40090,2019,1,7,2780
40090,2019,1,8,3008
40090,2019,1,9,2924
40090,2019,1,10,2869
40090,2019,1,11,2841
40090,2019,1,12,1364
40090,2019,1,13,869
40090,2019,1,14,2855
40090,2019,1,15,3000
40090,2019,1,16,2930
40090,2019,1,17,3054
40090,2019,1,18,2791
40090,2019,1,19,1303
40090,2019,1,20,857
40090,2019,1,21,1547
40090,2019,1,22,2854
40090,2019,1,23,2933
40090,2019,1,24,2955
40090,2019,1,25,2384
40090,2019,1,26,1189
40090,2019,1,27,755
40090,2019,1,28,2929
40090,2019,1,29,2228
40090,2019,1,30,266
40090,2019,1,31,865
40100,2019,1,1,2021
40100,2019,1,2,3517
40100,2019,1,3,3875
40100,2019,1,4,4020
40100,2019,1,5,2937
40100,2019,1,6,2205
40100,2019,1,7,3950
40100,2019,1,8,4231
40100,2019,1,9,4165
40100,2019,1,10,4142
40100,2019,1,11,4231
40100,2019,1,12,2882
40100,2019,1,13,2257
40100,2019,1,14,4309
40100,2019,1,15,4328
40100,2019,1,16,4438
40100,2019,1,17,4437
40100,2019,1,18,4339
40100,2019,1,19,2864
40100,2019,1,20,2164
40100,2019,1,21,2897
40100,2019,1,22,4342
40100,2019,1,23,4478
40100,2019,1,24,4440
40100,2019,1,25,3832
40100,2019,1,26,2029
40100,2019,1,27,2111
40100,2019,1,28,4461
40100,2019,1,29,3717
40100,2019,1,30,786
40100,2019,1,31,2002
40120,2019,1,1,754
40120,2019,1,2,2166
40120,2019,1,3,2416
40120,2019,1,4,2554
40120,2019,1,5,1328
40120,2019,1,6,950
40120,2019,1,7,2641
40120,2019,1,8,2822
40120,2019,1,9,2727
40120,2019,1,10,2777
40120,2019,1,11,2716
40120,2019,1,12,1106
40120,2019,1,13,774
40120,2019,1,14,2925
40120,2019,1,15,3064
40120,2019,1,16,3102
40120,2019,1,17,3167
40120,2019,1,18,2810
40120,2019,1,19,1054
40120,2019,1,20,773
40120,2019,1,21,1538
40120,2019,1,22,2950
40120,2019,1,23,2979
40120,2019,1,24,2980
40120,2019,1,25,2228
40120,2019,1,26,1019
40120,2019,1,27,706
40120,2019,1,28,2672
40120,2019,1,29,2351
40120,2019,1,30,356
40120,2019,1,31,875
40130,2019,1,1,414
40130,2019,1,2,781
40130,2019,1,3,853
40130,2019,1,4,935
40130,2019,1,5,562
40130,2019,1,6,408
40130,2019,1,7,947
40130,2019,1,8,968
40130,2019,1,9,940
40130,2019,1,10,961
40130,2019,1,11,961
40130,2019,1,12,519
40130,2019,1,13,410
40130,2019,1,14,1001
40130,2019,1,15,993
40130,2019,1,16,996
40130,2019,1,17,984
40130,2019,1,18,979
40130,2019,1,19,469
40130,2019,1,20,371
40130,2019,1,21,493
40130,2019,1,22,902
40130,2019,1,23,923
40130,2019,1,24,933
40130,2019,1,25,755
40130,2019,1,26,417
40130,2019,1,27,364
40130,2019,1,28,878
40130,2019,1,29,786
40130,2019,1,30,158
40130,2019,1,31,349
40140,2019,1,1,378
40140,2019,1,2,1442
40140,2019,1,3,1539
40140,2019,1,4,1508
40140,2019,1,5,795
40140,2019,1,6,647
40140,2019,1,7,1625
40140,2019,1,8,1796
40140,2019,1,9,1633
40140,2019,1,10,1705
40140,2019,1,11,1533
40140,2019,1,12,568
40140,2019,1,13,543
40140,2019,1,14,1826
40140,2019,1,15,1862
40140,2019,1,16,1866
40140,2019,1,17,1851
40140,2019,1,18,1660
40140,2019,1,19,582
40140,2019,1,20,483
40140,2019,1,21,1010
40140,2019,1,22,1820
40140,2019,1,23,1847
40140,2019,1,24,1774
40140,2019,1,25,1291
40140,2019,1,26,552
40140,2019,1,27,480
40140,2019,1,28,1625
40140,2019,1,29,1410
40140,2019,1,30,176
40140,2019,1,31,483
40150,2019,1,1,527
40150,2019,1,2,808
40150,2019,1,3,917
40150,2019,1,4,936
40150,2019,1,5,606
40150,2019,1,6,455
40150,2019,1,7,952
40150,2019,1,8,961
40150,2019,1,9,940
40150,2019,1,10,927
40150,2019,1,11,980
40150,2019,1,12,538
40150,2019,1,13,357
40150,2019,1,14,973
40150,2019,1,15,1029
40150,2019,1,16,1024
40150,2019,1,17,1061
40150,2019,1,18,1003
40150,2019,1,19,531
40150,2019,1,20,382
40150,2019,1,21,639
40150,2019,1,22,993
40150,2019,1,23,981
40150,2019,1,24,987
40150,2019,1,25,768
40150,2019,1,26,474
40150,2019,1,27,399
40150,2019,1,28,973
40150,2019,1,29,848
40150,2019,1,30,223
40150,2019,1,31,443
40160,2019,1,1,239
40160,2019,1,2,2721
40160,2019,1,3,2894
40160,2019,1,4,2738
40160,2019,1,5,498
40160,2019,1,6,297
40160,2019,1,7,3200
40160,2019,1,8,3220
40160,2019,1,9,3192
40160,2019,1,10,3187
40160,2019,1,11,2917
40160,2019,1,12,434
40160,2019,1,13,306
40160,2019,1,14,3142
40160,2019,1,15,3232
40160,2019,1,16,3204
40160,2019,1,17,3157
40160,2019,1,18,2810
40160,2019,1,19,370
40160,2019,1,20,275
40160,2019,1,21,1341
40160,2019,1,22,3328
40160,2019,1,23,3291
40160,2019,1,24,3205
40160,2019,1,25,2672
40160,2019,1,26,387
40160,2019,1,27,285
40160,2019,1,28,3417
40160,2019,1,29,2994
40160,2019,1,30,596
40160,2019,1,31,1266
40170,2019,1,1,485
40170,2019,1,2,1857
40170,2019,1,3,1947
40170,2019,1,4,2144
40170,2019,1,5,996
40170,2019,1,6,681
40170,2019,1,7,2329
40170,2019,1,8,2449
40170,2019,1,9,2436
40170,2019,1,10,2323
40170,2019,1,11,2249
40170,2019,1,12,1158
40170,2019,1,13,581
40170,2019,1,14,2349
40170,2019,1,15,2354
40170,2019,1,16,2386
40170,2019,1,17,2437
40170,2019,1,18,2249
40170,2019,1,19,1050
40170,2019,1,20,636
40170,2019,1,21,1263
40170,2019,1,22,2471
40170,2019,1,23,2447
40170,2019,1,24,2281
40170,2019,1,25,1880
40170,2019,1,26,884
40170,2019,1,27,586
40170,2019,1,28,2142
40170,2019,1,29,1831
40170,2019,1,30,268
40170,2019,1,31,789
40180,2019,1,1,356
40180,2019,1,2,1413
40180,2019,1,3,1557
40180,2019,1,4,1521
40180,2019,1,5,532
40180,2019,1,6,428
40180,2019,1,7,1669
40180,2019,1,8,1801
40180,2019,1,9,1760
40180,2019,1,10,1698
40180,2019,1,11,1654
40180,2019,1,12,491
40180,2019,1,13,340
40180,2019,1,14,1877
40180,2019,1,15,1911
40180,2019,1,16,1895
40180,2019,1,17,1914
40180,2019,1,18,1731
40180,2019,1,19,431
40180,2019,1,20,317
40180,2019,1,21,783
40180,2019,1,22,1846
40180,2019,1,23,1893
40180,2019,1,24,1809
40180,2019,1,25,1369
40180,2019,1,26,408
40180,2019,1,27,285
40180,2019,1,28,1787
40180,2019,1,29,1594
40180,2019,1,30,192
40180,2019,1,31,444
40190,2019,1,1,1671
40190,2019,1,2,2554
40190,2019,1,3,3054
40190,2019,1,4,3163
40190,2019,1,5,2070
40190,2019,1,6,1714
40190,2019,1,7,3177
40190,2019,1,8,3559
40190,2019,1,9,3397
40190,2019,1,10,3421
40190,2019,1,11,3467
40190,2019,1,12,1652
40190,2019,1,13,1552
40190,2019,1,14,3628
40190,2019,1,15,3729
40190,2019,1,16,3809
40190,2019,1,17,3942
40190,2019,1,18,3926
40190,2019,1,19,1621
40190,2019,1,20,1431
40190,2019,1,21,2035
40190,2019,1,22,3597
40190,2019,1,23,3681
40190,2019,1,24,3731
40190,2019,1,25,2931
40190,2019,1,26,1710
40190,2019,1,27,1394
40190,2019,1,28,3368
40190,2019,1,29,2854
40190,2019,1,30,468
40190,2019,1,31,1147
40200,2019,1,1,0
40200,2019,1,2,0
40200,2019,1,3,0
40200,2019,1,4,0
40200,2019,1,5,0
40200,2019,1,6,0
40200,2019,1,7,0
40200,2019,1,8,0
40200,2019,1,9,0
40200,2019,1,10,0
40200,2019,1,11,0
40200,2019,1,12,0
40200,2019,1,13,0
40200,2019,1,14,0
40200,2019,1,15,0
40200,2019,1,16,0
40200,2019,1,17,0
40200,2019,1,18,0
40200,2019,1,19,0
40200,2019,1,20,0
40200,2019,1,21,0
40200,2019,1,22,0
40200,2019,1,23,0
40200,2019,1,24,0
40200,2019,1,25,0
40200,2019,1,26,0
40200,2019,1,27,0
40200,2019,1,28,0
40200,2019,1,29,0
40200,2019,1,30,0
40200,2019,1,31,0
40210,2019,1,1,394
40210,2019,1,2,1114
40210,2019,1,3,1271
40210,2019,1,4,1315
40210,2019,1,5,676
40210,2019,1,6,495
40210,2019,1,7,1409
40210,2019,1,8,1460
40210,2019,1,9,1406
40210,2019,1,10,1424
40210,2019,1,11,1467
40210,2019,1,12,684
40210,2019,1,13,396
40210,2019,1,14,1526
40210,2019,1,15,1531
40210,2019,1,16,1509
40210,2019,1,17,1548
40210,2019,1,18,1500
40210,2019,1,19,649
40210,2019,1,20,498
40210,2019,1,21,829
40210,2019,1,22,1502
40210,2019,1,23,1497
40210,2019,1,24,1532
40210,2019,1,25,1208
40210,2019,1,26,632
40210,2019,1,27,465
40210,2019,1,28,1382
40210,2019,1,29,1243
40210,2019,1,30,209
40210,2019,1,31,518
40220,2019,1,1,618
40220,2019,1,2,1132
40220,2019,1,3,1243
40220,2019,1,4,1262
40220,2019,1,5,791
40220,2019,1,6,595
40220,2019,1,7,1396
40220,2019,1,8,1513
40220,2019,1,9,1517
40220,2019,1,10,1478
40220,2019,1,11,1513
40220,2019,1,12,713
40220,2019,1,13,589
40220,2019,1,14,1514
40220,2019,1,15,1648
40220,2019,1,16,1680
40220,2019,1,17,1704
40220,2019,1,18,1646
40220,2019,1,19,604
40220,2019,1,20,535
40220,2019,1,21,767
40220,2019,1,22,1608
40220,2019,1,23,1615
40220,2019,1,24,1628
40220,2019,1,25,1252
40220,2019,1,26,708
40220,2019,1,27,472
40220,2019,1,28,1495
40220,2019,1,29,1216
40220,2019,1,30,239
40220,2019,1,31,520
40230,2019,1,1,1038
40230,2019,1,2,3481
40230,2019,1,3,3733
40230,2019,1,4,3697
40230,2019,1,5,1467
40230,2019,1,6,1224
40230,2019,1,7,4063
40230,2019,1,8,4366
40230,2019,1,9,4072
40230,2019,1,10,4279
40230,2019,1,11,3856
40230,2019,1,12,1313
40230,2019,1,13,1014
40230,2019,1,14,4237
40230,2019,1,15,4319
40230,2019,1,16,4435
40230,2019,1,17,4465
40230,2019,1,18,3999
40230,2019,1,19,1174
40230,2019,1,20,878
40230,2019,1,21,2270
40230,2019,1,22,4374
40230,2019,1,23,4269
40230,2019,1,24,4345
40230,2019,1,25,3338
40230,2019,1,26,1012
40230,2019,1,27,826
40230,2019,1,28,3768
40230,2019,1,29,3458
40230,2019,1,30,591
40230,2019,1,31,1224
40240,2019,1,1,3342
40240,2019,1,2,5081
40240,2019,1,3,5560
40240,2019,1,4,5913
40240,2019,1,5,4283
40240,2019,1,6,3471
40240,2019,1,7,5825
